student_id,attendance,previous_marks,study_hours,assignment_score,internal_marks,completed_assignments,class_participation,extracurricular_activity,final_marks,performance_category
STD1715,75.5,42.8,5.2,48.6,56.8,3,8,No,55.3,Average
STD1716,89.8,60.4,5.0,72.9,53.6,8,9,Yes,74.2,Average
STD1717,77.4,57.0,4.2,51.6,57.8,6,8,No,51.4,Average
STD1718,77.9,59.3,3.1,69.9,60.9,7,7,Yes,63.6,Average
STD1719,71.5,65.6,6.4,64.3,59.6,8,7,No,62.3,Average
STD1720,75.3,61.4,7.5,59.3,57.5,7,9,Yes,66.6,Average
STD1721,79.8,40.3,3.6,51.4,40.7,6,9,Yes,51.9,Average
STD1722,54.6,78.5,3.4,64.6,62.4,8,7,No,61.9,Average
STD1723,59.1,53.0,5.4,61.9,62.3,7,5,Yes,57.5,Average
STD1724,85.3,71.3,3.9,62.0,59.7,4,10,No,59.3,Average
STD1725,78.1,97.0,4.2,76.5,74.9,7,8,Yes,84.1,High
STD1726,73.7,55.1,5.8,65.7,57.0,8,9,No,62.5,Average
STD1727,76.2,32.6,1.1,41.8,39.9,3,6,No,44.1,Low
STD1728,80.3,64.0,6.9,71.4,68.9,7,9,Yes,69.4,Average
STD1729,69.3,83.4,4.6,85.0,74.7,7,8,No,71.4,Average
STD1730,66.3,95.4,3.8,75.0,77.1,9,5,Yes,73.3,Average
STD1731,78.4,50.8,4.3,62.0,62.0,8,9,No,61.1,Average
STD1732,63.8,75.0,4.4,57.4,61.1,5,8,Yes,60.0,Average
STD1733,81.1,61.5,1.4,69.2,61.8,7,7,No,69.0,Average
STD1734,54.7,66.5,7.2,60.4,69.9,5,9,Yes,60.0,Average
STD1735,88.9,99.0,4.6,89.9,83.5,10,9,Yes,89.3,High
STD1736,81.9,47.0,5.3,50.9,67.4,6,10,Yes,67.4,Average
STD1737,79.2,71.6,6.2,56.1,61.6,6,6,Yes,69.1,Average
STD1738,88.3,74.5,2.7,76.5,62.8,8,10,No,70.2,Average
STD1739,96.8,83.2,5.4,64.4,65.9,9,10,Yes,72.3,Average
STD1740,88.7,69.4,4.0,67.6,69.6,6,8,No,62.0,Average
STD1741,53.0,72.3,6.0,68.7,80.5,5,4,Yes,72.1,Average
STD1742,60.0,62.5,1.0,59.6,61.6,6,6,Yes,64.8,Average
STD1743,68.2,71.8,4.3,80.2,75.6,6,5,Yes,69.4,Average
STD1744,76.3,63.2,3.4,70.8,58.8,6,8,No,57.1,Average
STD1745,82.5,76.7,5.3,67.4,68.3,6,9,No,59.4,Average
STD1746,66.9,62.8,5.3,60.5,52.3,5,6,Yes,55.9,Average
STD1747,78.3,73.3,3.2,68.9,76.4,6,9,Yes,71.0,Average
STD1748,66.6,67.6,3.2,50.9,60.5,6,8,Yes,67.7,Average
STD1749,68.4,83.8,4.3,65.2,68.3,6,8,No,71.2,Average
STD1750,58.4,67.3,2.9,56.2,65.8,5,6,No,59.6,Average
STD1751,64.5,43.2,6.0,33.5,42.9,4,6,No,42.9,Low
STD1752,59.1,85.7,3.8,71.0,74.7,6,7,Yes,69.7,Average
STD1753,63.8,55.3,1.0,53.4,45.7,5,5,No,54.8,Average
STD1754,89.2,58.8,3.8,51.8,58.8,6,7,No,59.9,Average
STD1755,64.1,59.7,2.6,60.8,53.9,4,8,Yes,48.5,Low
STD1756,100.0,87.2,1.6,88.4,62.3,6,10,Yes,74.8,Average
STD1757,82.2,38.1,2.3,52.7,41.5,6,8,Yes,46.4,Low
STD1758,78.3,99.0,4.7,80.9,89.3,9,10,Yes,84.1,High
STD1759,65.3,82.8,6.9,75.2,78.8,10,8,No,77.7,High
STD1760,84.8,71.1,5.1,75.0,73.4,8,8,Yes,73.5,Average
STD1761,68.8,67.2,3.4,65.5,54.6,7,6,No,59.6,Average
STD1762,77.5,72.0,5.3,62.1,67.0,6,10,Yes,74.7,Average
STD1763,100.0,75.3,3.7,78.5,64.4,8,9,Yes,72.1,Average
STD1764,74.8,77.0,3.2,79.3,72.7,10,8,No,79.7,High
STD1765,90.4,75.8,2.4,69.5,63.8,5,8,Yes,66.9,Average
STD1766,67.2,69.3,1.3,79.6,63.9,8,5,Yes,66.7,Average
STD1767,75.6,65.2,3.8,60.1,66.3,8,9,Yes,64.8,Average
STD1768,98.1,65.9,4.8,71.0,68.8,7,9,Yes,72.7,Average
STD1769,68.2,65.3,4.3,56.9,62.0,7,7,Yes,64.7,Average
STD1770,98.7,83.9,3.8,82.4,67.4,8,10,Yes,80.8,High
STD1771,84.8,76.3,2.8,59.7,62.8,6,10,Yes,65.1,Average
STD1772,69.0,30.0,5.6,38.7,39.0,4,8,Yes,39.5,Low
STD1773,83.9,77.2,2.1,64.8,60.6,4,7,No,74.8,Average
STD1774,88.2,70.7,5.9,71.6,67.6,6,9,Yes,70.3,Average
STD1775,83.8,67.7,2.7,75.2,55.5,6,8,No,66.6,Average
STD1776,56.4,62.6,3.1,62.0,45.5,7,6,No,47.1,Low
STD1777,66.9,83.7,1.9,54.0,59.1,6,5,No,60.4,Average
STD1778,72.9,81.3,3.6,87.4,73.9,9,8,Yes,76.4,High
STD1779,75.1,57.2,6.3,61.7,53.9,7,8,No,61.5,Average
STD1780,83.8,73.7,5.4,65.2,69.0,6,7,Yes,59.5,Average
STD1781,78.2,54.4,6.3,60.0,71.6,7,7,No,63.6,Average
STD1782,59.3,48.7,5.4,51.7,59.9,5,6,Yes,50.4,Average
STD1783,80.8,59.2,2.5,57.2,62.9,6,7,Yes,62.9,Average
STD1784,83.6,80.1,3.9,75.9,72.9,7,10,No,68.8,Average
STD1785,83.0,81.3,3.1,70.4,75.2,8,8,Yes,71.2,Average
STD1786,89.5,75.2,6.9,70.4,69.9,7,9,Yes,74.0,Average
STD1787,86.4,78.2,2.3,69.0,60.6,8,8,Yes,65.8,Average
STD1788,81.7,75.2,6.1,60.5,53.9,5,8,No,62.4,Average
STD1789,75.1,59.0,6.1,61.6,69.6,5,9,No,58.1,Average
STD1790,55.2,74.0,7.8,67.6,84.5,7,8,Yes,65.7,Average
STD1791,81.4,79.2,3.8,77.2,66.8,8,9,No,75.7,High
STD1792,78.6,78.6,5.8,78.4,73.3,7,8,Yes,70.4,Average
STD1793,79.4,84.6,8.6,78.2,80.1,9,10,Yes,81.7,High
STD1794,60.0,77.9,3.4,62.7,67.9,6,7,No,67.3,Average
STD1795,62.5,72.9,1.7,70.9,67.6,7,5,No,60.7,Average
STD1796,89.2,83.0,1.1,67.4,53.2,8,10,No,63.5,Average
STD1797,75.5,67.6,5.8,58.6,67.9,7,9,Yes,68.7,Average
STD1798,84.5,55.7,1.1,54.0,45.6,7,6,No,57.8,Average
STD1799,76.4,65.7,3.8,72.6,63.3,7,10,Yes,62.7,Average
STD1800,76.4,57.6,5.3,67.1,63.7,8,10,Yes,65.2,Average
STD1801,87.7,58.5,4.8,67.4,59.2,6,9,Yes,58.1,Average
STD1802,69.5,66.0,5.3,70.8,65.2,6,7,No,62.6,Average
STD1803,77.2,56.9,4.9,53.3,55.6,3,8,No,56.3,Average
STD1804,70.2,63.7,6.8,64.3,72.9,8,9,Yes,65.6,Average
STD1805,70.6,41.5,2.8,48.6,45.7,4,8,Yes,47.2,Low
STD1806,72.1,71.0,3.3,72.6,65.2,7,8,No,59.7,Average
STD1807,78.8,68.0,3.1,65.6,53.0,6,8,Yes,63.9,Average
STD1808,70.0,56.6,6.0,54.8,57.4,6,10,Yes,65.1,Average
STD1809,91.7,77.2,6.1,79.2,80.5,8,9,Yes,75.5,High
STD1810,64.8,81.1,5.3,76.3,74.8,6,8,Yes,71.3,Average
STD1811,73.7,45.5,6.6,47.6,58.1,5,8,No,56.1,Average
STD1812,70.5,57.3,2.4,57.8,62.5,4,7,Yes,63.8,Average
STD1813,94.1,57.2,7.5,56.9,70.2,5,10,Yes,62.0,Average
STD1814,78.5,54.8,7.2,40.4,59.4,2,9,Yes,57.6,Average
STD1815,88.9,79.6,5.8,77.2,72.2,6,9,No,75.7,High
STD1816,57.4,65.3,7.7,63.6,54.5,7,9,No,60.6,Average
STD1817,79.3,64.3,1.5,66.5,54.1,5,6,Yes,50.6,Average
STD1818,87.1,39.9,3.6,38.7,40.3,2,8,Yes,49.8,Low
STD1819,77.0,76.9,3.2,68.2,68.1,7,10,Yes,77.2,High
STD1820,89.3,50.7,5.8,43.2,53.0,4,10,Yes,58.1,Average
STD1821,69.5,68.8,2.6,74.6,59.7,9,4,No,58.8,Average
STD1822,93.6,71.9,5.9,64.6,58.3,8,9,Yes,68.5,Average
STD1823,100.0,87.0,7.0,92.3,79.1,8,8,Yes,93.8,High
STD1824,71.5,49.7,5.8,61.4,59.8,7,7,No,61.5,Average
STD1825,70.4,30.0,5.0,36.5,50.6,4,4,Yes,48.1,Low
STD1826,94.2,70.6,2.7,63.7,60.0,6,9,No,66.7,Average
STD1827,95.7,93.2,3.0,87.7,79.3,7,8,Yes,80.8,High
STD1828,69.5,85.3,6.7,67.1,84.0,7,8,Yes,76.8,High
STD1829,70.7,70.9,5.9,66.6,64.1,6,6,No,64.7,Average
STD1830,72.5,61.1,4.4,57.3,60.8,5,8,Yes,63.9,Average
STD1831,59.2,79.3,3.7,53.8,61.0,6,6,No,67.5,Average
STD1832,64.5,54.4,1.0,38.2,48.4,3,8,Yes,53.8,Average
STD1833,63.4,74.7,2.6,67.5,63.9,6,8,No,57.4,Average
STD1834,66.4,75.1,7.9,62.7,76.9,6,9,No,71.0,Average
STD1835,75.6,82.8,2.2,69.6,61.9,7,7,Yes,72.7,Average
STD1836,78.9,99.0,4.8,88.8,89.1,8,10,No,87.6,High
STD1837,95.4,73.5,6.3,82.9,87.0,9,8,No,76.9,High
STD1838,63.5,60.9,2.2,56.2,47.0,4,4,Yes,66.2,Average
STD1839,88.3,67.6,4.8,66.4,62.7,6,9,Yes,63.3,Average
STD1840,73.3,43.2,6.2,55.1,54.9,5,10,Yes,52.0,Average
STD1841,75.4,58.3,4.5,50.0,60.7,4,8,Yes,60.5,Average
STD1842,84.4,62.3,9.7,66.6,70.3,6,10,Yes,80.9,High
STD1843,62.0,60.7,1.5,61.9,35.3,8,4,Yes,49.4,Low
STD1844,80.8,70.1,6.4,73.3,79.3,6,10,Yes,73.7,Average
STD1845,78.1,56.5,4.2,45.4,57.9,7,9,No,61.2,Average
STD1846,82.2,83.7,5.9,70.3,65.6,7,10,Yes,75.0,High
STD1847,79.6,68.0,5.3,60.1,61.1,6,8,No,62.2,Average
STD1848,100.0,67.9,3.2,73.1,71.6,8,9,Yes,75.7,High
STD1849,68.0,63.4,4.9,64.5,71.1,9,6,Yes,68.0,Average
STD1850,69.4,70.2,1.2,76.2,64.7,7,6,No,68.0,Average
STD1851,68.2,79.6,5.6,66.1,71.4,5,6,No,73.5,Average
STD1852,69.1,55.9,5.0,53.3,57.2,5,6,No,56.8,Average
STD1853,68.0,58.8,5.6,67.0,61.6,7,7,Yes,64.9,Average
STD1854,90.9,63.7,6.4,69.7,74.0,5,9,Yes,72.8,Average
STD1855,93.8,49.2,5.2,69.8,51.7,7,9,Yes,64.9,Average
STD1856,68.9,56.5,4.8,59.5,52.8,8,8,No,57.4,Average
STD1857,65.6,61.3,2.9,50.4,59.8,5,7,Yes,57.9,Average
STD1858,81.9,80.2,3.2,64.1,66.4,6,8,No,72.9,Average
STD1859,69.1,71.7,6.6,54.1,76.9,5,8,No,72.7,Average
STD1860,83.9,70.7,7.1,74.4,69.2,8,8,Yes,67.6,Average
STD1861,78.5,79.9,4.1,81.9,71.8,7,8,Yes,75.4,High
STD1862,57.1,66.1,4.6,73.2,59.1,9,6,No,59.1,Average
STD1863,95.3,73.5,2.9,80.4,65.8,10,7,No,70.5,Average
STD1864,98.4,66.6,6.6,79.9,62.3,8,10,Yes,76.0,High
STD1865,68.3,71.7,5.7,61.2,64.9,6,7,Yes,69.5,Average
STD1866,71.2,59.8,8.0,51.2,56.7,6,9,Yes,61.6,Average
STD1867,79.6,33.9,2.9,54.3,45.0,7,9,Yes,42.6,Low
STD1868,80.2,66.1,3.8,68.9,66.3,6,9,Yes,63.7,Average
STD1869,84.2,87.9,4.9,79.7,67.3,7,9,No,79.0,High
STD1870,100.0,81.0,5.7,82.4,84.6,7,10,Yes,71.8,Average
STD1871,73.8,81.5,4.1,74.9,86.6,8,9,No,80.6,High
STD1872,66.0,85.3,2.9,82.0,72.4,9,7,No,74.7,Average
STD1873,58.8,69.2,6.1,71.2,65.6,6,6,Yes,72.2,Average
STD1874,66.9,70.8,5.8,68.7,86.0,6,7,Yes,71.9,Average
STD1875,75.6,59.4,2.9,67.2,48.0,5,5,No,47.3,Low
STD1876,98.4,63.6,6.9,73.4,69.2,6,10,No,72.7,Average
STD1877,69.5,76.6,6.6,65.2,74.3,7,8,No,75.3,High
STD1878,78.8,84.9,4.7,81.4,84.2,7,10,Yes,84.5,High
STD1879,75.8,66.0,4.6,54.1,63.1,5,8,Yes,60.8,Average
STD1880,90.9,61.7,5.5,74.3,61.9,6,10,Yes,69.6,Average
STD1881,100.0,68.0,2.9,63.4,54.1,7,8,No,61.9,Average
STD1882,69.4,76.4,4.6,70.6,67.2,7,9,No,64.6,Average
STD1883,69.9,47.8,1.0,46.5,35.6,4,6,Yes,50.3,Average
STD1884,89.1,35.9,6.1,55.8,50.0,5,10,No,48.0,Low
STD1885,84.5,60.3,1.7,63.6,49.5,7,6,No,53.7,Average
STD1886,99.1,50.9,7.2,50.8,49.9,4,10,No,53.5,Average
STD1887,83.3,60.9,3.9,67.0,66.7,5,6,No,56.6,Average
STD1888,71.5,65.9,4.1,59.0,57.7,8,7,Yes,63.7,Average
STD1889,83.4,61.7,3.4,70.9,51.5,6,9,No,65.8,Average
STD1890,89.9,88.3,4.0,80.8,74.9,8,8,Yes,79.4,High
STD1891,86.3,72.6,7.1,74.0,74.4,8,8,Yes,69.7,Average
STD1892,82.3,72.2,1.0,62.6,46.5,10,8,No,64.3,Average
STD1893,89.3,76.7,6.8,69.8,76.6,6,10,No,81.4,High
STD1894,90.6,52.1,5.1,57.6,49.5,6,9,Yes,57.3,Average
STD1895,93.3,82.5,2.3,84.9,80.1,8,9,Yes,78.1,High
STD1896,84.1,66.9,2.6,79.9,64.8,7,10,No,69.6,Average
STD1897,73.9,77.4,7.5,64.2,73.2,6,10,No,77.9,High
STD1898,77.8,53.0,2.8,66.0,47.9,5,9,Yes,55.5,Average
STD1899,91.1,46.2,2.4,41.7,42.6,4,9,No,43.2,Low
STD1900,65.8,79.5,6.5,60.2,77.1,5,8,Yes,74.3,Average
STD1901,80.6,73.3,5.1,62.7,67.3,7,6,Yes,72.8,Average
STD1902,71.1,55.4,2.8,47.2,48.6,5,6,Yes,53.5,Average
STD1903,76.4,55.8,4.9,47.2,55.4,5,7,Yes,55.3,Average
STD1904,92.0,83.8,2.7,81.9,67.0,8,6,No,77.8,High
STD1905,78.4,51.3,6.5,55.6,56.3,5,7,No,59.2,Average
STD1906,76.6,91.0,6.4,81.3,70.6,8,6,No,73.6,Average
STD1907,59.0,55.4,5.5,59.2,64.5,5,7,Yes,60.0,Average
STD1908,85.3,76.9,5.2,75.2,73.7,7,10,No,67.7,Average
STD1909,84.1,63.4,7.7,70.3,65.5,6,10,No,70.8,Average
STD1910,100.0,76.4,4.5,76.5,81.7,7,10,No,75.9,High
STD1911,72.2,60.4,2.4,51.5,52.7,3,6,No,51.4,Average
STD1912,78.7,65.7,5.3,73.1,60.0,9,6,No,65.5,Average
STD1913,79.1,68.6,8.3,62.4,77.7,6,7,No,70.0,Average
STD1914,95.7,54.0,2.7,56.5,53.1,7,7,No,61.5,Average
STD1915,74.8,78.4,3.8,69.7,70.7,8,6,Yes,74.2,Average
STD1916,79.5,60.8,5.2,55.9,57.6,4,8,No,58.5,Average
STD1917,83.6,64.8,4.4,62.9,64.3,5,7,Yes,69.0,Average
STD1918,78.3,54.1,2.7,61.3,50.3,9,8,Yes,60.8,Average
STD1919,70.4,32.1,6.5,47.0,50.4,6,8,No,46.4,Low
STD1920,78.4,65.3,8.7,58.2,59.7,6,9,Yes,66.5,Average
STD1921,89.4,99.0,4.9,82.8,81.1,9,10,No,83.3,High
STD1922,63.2,79.0,2.9,76.2,78.0,7,5,Yes,74.0,Average
STD1923,77.7,67.7,1.7,69.7,53.3,7,8,Yes,62.0,Average
STD1924,67.2,64.3,5.0,76.8,61.8,7,7,Yes,64.8,Average
STD1925,90.9,68.3,6.5,78.9,68.8,6,9,Yes,82.3,High
STD1926,57.0,75.7,5.4,73.1,64.0,6,8,No,69.6,Average
STD1927,69.0,51.5,4.5,44.2,38.1,4,8,Yes,47.1,Low
STD1928,80.7,83.6,3.4,81.3,70.9,7,7,Yes,78.1,High
STD1929,95.6,78.0,2.5,76.3,67.2,8,9,Yes,75.2,High
STD1930,75.2,78.1,6.0,66.8,72.5,6,9,Yes,74.6,Average
STD1931,69.1,74.1,6.1,68.4,70.6,6,7,No,68.5,Average
STD1932,99.5,68.3,1.7,79.5,60.4,9,10,Yes,76.5,High
STD1933,57.9,77.4,7.4,69.5,82.4,7,8,No,73.3,Average
STD1934,48.5,76.3,5.5,56.0,67.5,6,8,No,62.2,Average
STD1935,81.5,63.0,7.0,70.1,64.9,8,7,No,71.3,Average
STD1936,69.7,60.0,2.1,54.7,50.2,6,6,No,54.7,Average
STD1937,63.2,69.4,2.0,64.5,62.0,8,5,Yes,63.6,Average
STD1938,84.9,89.7,4.2,77.8,85.0,7,9,Yes,83.1,High
STD1939,79.0,50.7,5.4,55.4,51.6,5,6,No,54.3,Average
STD1940,68.9,47.5,7.7,58.2,60.5,5,9,No,57.4,Average
STD1941,60.0,70.3,5.8,54.7,68.0,5,6,No,59.1,Average
STD1942,86.9,68.7,4.1,83.7,60.9,9,8,No,66.2,Average
STD1943,84.1,70.4,2.7,55.6,58.8,7,6,Yes,60.0,Average
STD1944,74.8,71.4,6.7,62.7,61.6,7,8,Yes,62.5,Average
STD1945,99.1,64.9,2.8,73.2,49.1,6,10,No,60.0,Average
STD1946,62.6,88.9,7.4,77.8,86.0,9,8,No,78.1,High
STD1947,56.9,45.6,4.0,47.3,45.5,3,7,Yes,48.7,Low
STD1948,67.4,56.4,7.4,56.4,64.4,7,10,No,59.9,Average
STD1949,75.4,66.6,5.7,67.8,66.5,6,9,Yes,58.4,Average
STD1950,79.0,45.0,4.3,52.1,43.3,6,7,Yes,59.5,Average
STD1951,73.0,65.5,3.6,73.9,61.8,6,8,No,68.0,Average
STD1952,80.4,91.3,3.9,86.0,70.8,10,7,No,79.5,High
STD1953,60.4,68.3,5.3,68.0,74.7,5,6,No,72.8,Average
STD1954,94.0,71.2,4.6,65.3,57.7,6,8,Yes,64.6,Average
STD1955,75.0,50.4,3.4,55.1,49.3,5,9,Yes,63.3,Average
STD1956,90.0,59.4,4.2,62.6,52.0,5,8,No,55.7,Average
STD1957,80.3,62.7,4.6,56.4,63.2,6,8,Yes,65.1,Average
STD1958,81.7,63.6,1.0,67.5,51.7,9,6,No,54.2,Average
STD1959,83.1,85.9,5.3,73.5,73.3,10,9,No,76.4,High
STD1960,81.6,75.8,2.7,76.5,70.9,8,7,No,71.8,Average
STD1961,84.0,52.4,2.4,51.3,48.5,6,8,Yes,55.1,Average
STD1962,92.6,71.5,1.5,85.1,65.4,9,9,No,73.7,Average
STD1963,78.5,75.0,1.3,63.5,53.3,7,8,Yes,64.7,Average
STD1964,84.9,84.0,2.1,78.6,60.2,8,8,Yes,70.8,Average
STD1965,74.9,90.1,3.2,83.5,76.1,9,5,Yes,76.1,High
STD1966,94.0,53.8,8.0,58.6,61.9,6,10,Yes,69.8,Average
STD1967,67.5,56.6,3.6,63.5,59.3,6,9,No,55.2,Average
STD1968,98.5,50.4,4.8,53.1,52.9,5,10,Yes,64.2,Average
STD1969,75.5,64.7,5.2,74.6,67.0,7,7,Yes,73.9,Average
STD1970,58.1,74.5,4.7,64.4,57.8,7,6,No,54.9,Average
STD1971,77.6,81.8,4.4,69.3,82.6,6,7,Yes,80.4,High
STD1972,67.5,66.9,2.3,60.5,56.2,6,8,No,67.1,Average
STD1973,86.5,63.5,7.1,72.2,73.5,9,10,Yes,74.9,Average
STD1974,67.8,70.1,7.8,60.2,66.7,7,7,Yes,70.7,Average
STD1975,70.4,56.3,1.5,52.1,49.9,7,6,No,56.6,Average
STD1976,52.4,97.3,2.7,73.5,67.9,7,7,Yes,71.7,Average
STD1977,70.3,45.5,4.0,42.9,49.6,5,9,Yes,52.4,Average
STD1978,45.7,70.6,2.8,72.3,60.2,8,7,Yes,57.4,Average
STD1979,56.2,96.3,5.4,71.5,81.6,9,7,Yes,79.3,High
STD1980,85.5,68.1,3.2,74.6,66.8,6,8,Yes,71.6,Average
STD1981,85.8,65.3,8.4,68.5,65.1,6,6,Yes,72.5,Average
STD1982,81.3,63.0,6.6,57.0,60.7,7,9,Yes,70.3,Average
STD1983,63.9,65.5,4.9,60.9,65.4,6,7,No,58.1,Average
STD1984,75.4,87.2,6.3,82.0,93.8,8,9,Yes,82.2,High
STD1985,76.0,37.0,6.5,47.2,48.7,3,9,Yes,59.4,Average
STD1986,61.5,89.5,3.5,82.4,79.1,8,5,Yes,76.1,High
STD1987,94.8,48.1,3.0,67.6,50.2,5,10,No,58.3,Average
STD1988,87.0,64.3,4.6,73.6,75.6,9,10,No,70.4,Average
STD1989,73.2,62.0,6.1,58.2,52.7,6,9,No,55.9,Average
STD1990,76.3,76.2,4.8,62.2,68.5,6,9,No,74.3,Average
STD1991,78.6,45.6,1.7,49.5,32.9,6,8,Yes,46.3,Low
STD1992,50.5,74.5,3.1,63.6,48.2,7,5,Yes,54.8,Average
STD1993,72.9,96.3,4.4,84.5,83.3,9,7,No,78.7,High
STD1994,67.5,48.9,4.4,36.5,49.1,5,7,No,39.7,Low
STD1995,63.5,70.7,8.1,63.6,71.7,6,8,Yes,66.9,Average
STD1996,72.5,58.7,2.0,60.8,51.7,6,8,Yes,54.1,Average
STD1997,98.5,74.0,5.4,73.2,89.2,8,10,No,80.9,High
STD1998,84.0,68.3,7.2,77.8,71.4,7,10,No,69.3,Average
STD1999,68.9,59.0,8.6,61.9,71.6,6,10,Yes,71.4,Average
STD2000,83.2,74.8,3.8,81.3,64.8,9,8,No,76.7,High
STD2001,93.5,93.3,5.4,82.9,83.9,9,5,Yes,88.5,High
STD2002,87.6,65.3,5.5,74.5,65.4,6,10,Yes,69.8,Average
STD2003,76.7,78.1,4.9,83.7,71.0,9,7,Yes,76.4,High
STD2004,67.9,49.9,4.3,63.3,64.9,6,6,Yes,53.3,Average
STD2005,84.7,54.6,5.3,52.6,63.6,6,8,Yes,61.7,Average
STD2006,80.9,74.6,1.0,68.8,60.3,8,7,No,61.0,Average
STD2007,87.2,88.8,5.7,77.7,65.8,9,10,Yes,82.2,High
STD2008,83.9,73.0,4.7,74.3,66.5,9,7,No,80.8,High
STD2009,89.1,63.6,4.1,72.1,78.3,9,7,Yes,74.7,Average
STD2010,69.3,68.0,8.2,57.5,69.8,7,9,Yes,60.5,Average
STD2011,92.5,50.5,3.3,61.2,58.0,6,10,No,57.5,Average
STD2012,78.5,76.5,3.8,55.9,73.1,6,9,No,67.6,Average
STD2013,100.0,80.4,8.1,90.0,84.9,10,10,No,85.3,High
STD2014,67.4,61.7,3.0,55.9,50.2,6,5,No,51.4,Average
STD2015,97.7,61.4,3.5,68.6,44.2,7,9,Yes,64.7,Average
STD2016,78.5,71.7,4.2,66.1,69.4,7,8,Yes,64.5,Average
STD2017,67.9,61.9,6.0,68.6,60.2,7,9,No,58.7,Average
STD2018,70.0,67.1,4.9,42.2,60.7,3,5,No,59.2,Average
STD2019,72.0,97.4,2.2,80.6,68.5,9,6,No,70.6,Average
STD2020,81.3,64.5,3.5,64.5,58.1,7,6,No,63.9,Average
STD2021,82.5,63.0,3.4,61.3,58.1,8,6,No,55.4,Average
STD2022,68.8,58.9,4.4,71.6,61.9,6,8,Yes,71.1,Average
STD2023,75.7,78.4,5.3,64.7,64.1,6,9,Yes,67.0,Average
STD2024,100.0,65.5,5.3,76.8,73.9,8,10,No,72.1,Average
STD2025,97.6,58.9,1.3,69.4,48.9,8,10,No,62.3,Average
STD2026,81.5,86.5,6.4,86.8,72.0,9,8,Yes,78.5,High
STD2027,76.5,87.9,5.0,71.7,75.5,7,8,Yes,77.5,High
STD2028,77.5,59.6,7.0,56.0,64.0,4,10,Yes,66.6,Average
STD2029,83.7,41.9,5.3,61.7,53.0,5,8,Yes,61.3,Average
STD2030,63.2,82.1,6.5,73.0,85.4,8,8,No,78.3,High
STD2031,72.8,58.4,5.3,47.9,56.2,3,8,Yes,57.2,Average
STD2032,55.1,79.1,6.9,61.9,73.8,6,5,Yes,68.9,Average
STD2033,81.0,40.4,5.4,54.8,43.6,6,6,Yes,62.9,Average
STD2034,84.1,80.5,4.3,81.1,77.8,7,8,No,79.2,High
STD2035,70.0,51.0,8.6,49.6,63.2,7,10,Yes,57.8,Average
STD2036,95.7,78.2,6.1,55.0,68.2,7,10,Yes,73.8,Average
STD2037,60.7,68.2,5.5,65.4,55.0,5,8,Yes,61.4,Average
STD2038,57.7,54.6,2.2,44.1,56.1,3,4,Yes,50.4,Average
STD2039,78.8,62.3,2.2,48.2,44.7,3,9,Yes,50.1,Average
STD2040,89.1,77.6,5.0,53.4,64.0,5,8,Yes,67.3,Average
STD2041,97.0,69.5,4.8,78.5,70.0,9,10,No,80.8,High
STD2042,70.3,76.2,3.4,69.5,59.0,7,7,Yes,69.6,Average
STD2043,89.5,95.7,4.8,83.0,72.9,9,9,Yes,72.8,Average
STD2044,75.5,46.1,7.4,63.9,46.8,5,10,No,60.7,Average
STD2045,73.8,90.6,5.8,82.3,85.9,9,7,Yes,87.4,High
STD2046,87.0,69.5,2.4,81.7,59.7,8,6,No,65.5,Average
STD2047,84.2,55.4,4.3,50.6,71.7,5,8,Yes,66.0,Average
STD2048,56.3,49.4,3.1,49.7,42.0,5,5,No,42.4,Low
STD2049,94.5,65.4,3.8,57.3,53.7,4,10,No,59.3,Average
STD2050,93.3,80.9,3.8,75.9,67.2,6,10,No,79.2,High
STD2051,68.2,66.2,3.6,60.6,61.4,7,6,Yes,61.8,Average
STD2052,80.9,89.2,2.2,83.4,69.8,9,6,Yes,69.3,Average
STD2053,82.2,47.7,4.3,56.6,55.1,7,6,Yes,57.6,Average
STD2054,79.3,67.8,3.5,71.2,56.7,7,7,No,63.0,Average
STD2055,69.1,50.5,1.0,59.4,37.2,6,6,No,53.0,Average
STD2056,67.6,73.1,8.2,82.3,67.9,7,10,Yes,74.4,Average
STD2057,75.7,80.4,6.5,70.1,62.4,7,10,Yes,71.0,Average
STD2058,90.7,62.1,3.8,59.5,55.0,6,9,Yes,68.0,Average
STD2059,82.8,31.5,4.5,49.4,40.7,7,8,Yes,49.9,Low
STD2060,71.4,70.8,2.4,59.9,55.3,7,7,Yes,59.3,Average
STD2061,85.6,74.1,7.6,82.9,85.2,10,9,Yes,86.8,High
STD2062,40.4,73.7,7.9,56.7,80.5,6,8,No,66.3,Average
STD2063,90.4,85.3,4.8,75.0,73.1,7,9,No,75.8,High
STD2064,54.3,53.0,6.3,47.8,46.5,5,7,No,50.9,Average
STD2065,71.5,77.5,4.8,75.0,67.9,8,5,Yes,67.2,Average
STD2066,62.0,84.7,2.1,69.8,63.7,6,6,No,63.3,Average
STD2067,59.8,43.1,3.8,42.6,41.2,4,7,No,43.8,Low
STD2068,90.5,72.5,4.7,84.7,66.4,8,8,Yes,74.2,Average
STD2069,70.2,60.9,3.7,53.7,52.1,7,6,No,61.2,Average
STD2070,80.3,66.9,4.1,66.5,60.3,5,9,Yes,66.8,Average
STD2071,75.4,72.9,4.3,73.1,63.6,9,6,Yes,73.5,Average
